Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,sp500
2018-06-20,20628700,4540000,55805200,14759300,4332600,3329900,8383700,1648500,3327600000
2018-06-21,25711900,4048300,51425400,7988800,4941100,3887700,7967100,1238100,3300060000
2018-06-22,27200400,3192000,62657600,9180400,4075100,5611300,10266100,1311000,5450550000
2018-06-25,31663100,5006200,48623400,9597500,7511200,8937100,6931300,2157300,3655080000
2018-06-26,24569200,3112400,44643600,8641500,4386600,4139500,7452500,1563200,3555090000
2018-06-27,25285300,4578900,46427000,10263000,4872200,4101800,8333700,1293900,3776090000
2018-06-28,17365200,3348000,42241900,8555800,4529700,4523700,8398000,1072400,3428140000
2018-06-29,22737700,3108500,42028700,12614900,4543500,3710100,6492400,1315100,3565620000
2018-07-02,17731300,2820700,37766200,15410200,3185700,3405400,18759800,1217300,3073650000
2018-07-03,13954800,1464400,33880400,5212200,2177300,1963200,12282600,679000,1911470000
2018-07-05,16604200,2427900,35419400,7308800,2983100,3744700,17476400,1066700,2953420000
2018-07-06,17485200,2105100,41194500,5859700,2650300,2849000,8865500,996100,2554780000
2018-07-09,19756600,3128700,43459100,5561700,3012000,3904700,7596800,909000,3050040000
2018-07-10,15939100,3278300,38848500,8528400,3002900,3777000,9471500,798400,3063850000
2018-07-11,18831500,3056900,39230500,7087800,3209800,3526600,4884100,1120000,2964740000
2018-07-12,18041100,2030700,44450000,8607400,4532700,3119500,5721200,1251900,2821690000
2018-07-13,12513900,2272300,53349800,9606300,4383200,3062600,5869800,1221900,2614000000
2018-07-16,15043100,2889000,33218300,10424700,5466200,3468800,7818700,1055700,2812230000
2018-07-17,15534500,2730500,36439000,11232500,5682900,5096700,6996200,1610400,3050730000
2018-07-18,16393400,3090100,44571000,8120100,4861900,6935300,5624200,1393600,3089780000
2018-07-19,20286800,2711700,51683400,7096400,4676900,14655800,5915300,1276700,3266700000
2018-07-20,20676200,1816700,36644300,10371800,3884400,6414600,5162200,1247400,3230210000
2018-07-23,15989400,1943700,37293300,3940300,3888500,3897900,10992900,2619200,2907430000
2018-07-24,18697900,3182000,50969800,7958600,4278700,3891600,9590800,3318200,3417530000
2018-07-25,16709900,7378100,96511700,8191800,3738200,3630900,7075400,2127800,3553010000
2018-07-26,19076000,3191200,44339500,6389500,9924400,4778000,4630500,2405600,3653330000
2018-07-27,24024000,2914700,46030200,6695100,9681000,3749300,5703300,2130600,3415710000
2018-07-30,21029500,3080400,64043000,6567400,6562300,3608200,6814100,1849900,3245770000
2018-07-31,39373000,2728400,47549900,19673200,5738700,5474200,5076900,1644700,3892100000
2018-08-01,67935700,2717800,31356200,30729600,4153100,3388400,10129400,1567200,3496990000
2018-08-02,62404000,2655900,31197900,41271800,4354700,3841400,23215000,1531300,3467380000
2018-08-03,33447400,2285200,26584400,15152900,3460500,8053600,13656500,1089600,3030390000
2018-08-06,25425400,3251100,30087300,11043700,3391800,3913700,8564300,1081700,2874540000
2018-08-07,25587400,2267400,27341500,11813200,3377500,3508800,30875800,1494000,3162770000
2018-08-08,22525500,2333600,21952000,14881100,3963000,3581100,24571200,1370300,2972200000
2018-08-09,23492600,2301800,16909400,6084100,4860400,3093500,17183800,848600,3047050000
2018-08-10,24611200,2745700,21481500,7741900,3639900,3003100,11552000,1108700,3256040000
2018-08-13,25890900,1877200,22779400,6980500,5531500,2858500,10463900,997300,3158450000
2018-08-14,20748000,2017300,18037500,5285900,3986100,2860000,6986400,1348100,2976970000
2018-08-15,28807600,3798600,29631500,8535800,7700700,4241500,9101300,1828800,3645070000
2018-08-16,28500400,5867900,37384800,5462800,3957100,5250700,6064000,1343200,3219880000
2018-08-17,35427000,3069200,26168600,8581400,4104300,2678600,18958600,1389600,3024100000
2018-08-20,30287700,3018200,23493500,6864800,2862000,2499700,17402300,870800,2748020000
2018-08-21,26159800,2967200,28419300,8386700,3105600,3106900,13172200,1205600,3147140000
2018-08-22,19018100,2682900,34156900,4295700,3080500,2389000,5946000,887400,2689560000
2018-08-23,18883200,1833400,21453600,5723900,3563000,2220400,5147300,992600,2713910000
2018-08-24,18476400,1954100,16233300,4465800,2800900,2776600,3602600,946600,2596190000
2018-08-27,20525100,2279500,17595900,8254200,3569000,3491600,13079300,1156300,2854080000
2018-08-28,22776800,2475100,16484700,3207400,3100700,2455300,7649100,1304000,2683190000
2018-08-29,27254800,1850100,25162400,10271400,6531800,3153800,7447400,1298900,2791860000
2018-08-30,48793800,3257700,25559400,5362000,7277300,3340400,7216700,1331400,2802180000
2018-08-31,43340100,3462700,31258900,6078300,4204400,3488500,5375100,1816400,2880260000
2018-09-04,27390100,2699400,25162200,10440200,5721100,3326200,8350500,1831000,3077060000
2018-09-05,33333000,2959000,26723600,8050000,8220600,3126500,7720800,2061300,3241250000
2018-09-06,34290000,3585900,25646100,11254200,7488700,4248800,7480800,1888500,3139590000
2018-09-07,37619800,3921900,25757800,8771800,4892600,4693100,22491900,1401300,2946270000
2018-09-10,39516500,3065500,26269000,13850100,4544800,3618300,14283500,1115400,2731400000
2018-09-11,35749000,2731800,26353800,10786200,5033600,3374700,9170000,1209300,2899660000
2018-09-12,49278700,4003800,49637000,10159100,4414000,4506700,10015400,1295500,3264930000
2018-09-13,41706400,3166500,34605800,7962700,3621500,5346500,6340300,1431200,3254930000
2018-09-14,31999300,2835800,33184800,6393100,3642000,3452100,6765600,944000,3149800000
2018-09-17,37195100,2554500,25544300,4619500,7050200,3551900,6887600,1306500,2947760000
2018-09-18,31571700,3003500,33661900,4659400,4268700,3629400,16547500,1203600,3074610000
2018-09-19,27123800,4753400,30996000,8616600,4056800,4246200,8294900,1191400,3280020000
2018-09-20,26608800,4011100,24775800,5900000,3154900,5952200,7349400,1225400,3337730000
2018-09-21,96246700,7144000,130157100,8933300,6855900,19947500,5050500,4405600,5607610000
2018-09-24,27693400,2800200,36390200,5398400,4213700,4265000,4843000,1271000,3372210000
2018-09-25,24554400,2969200,30681500,4577800,4538400,4397500,4481700,977700,3285480000
2018-09-26,23984700,2368600,32880500,4699300,4313500,7401900,7843200,1462300,3388620000
2018-09-27,30181200,2355900,24834500,7719800,4329400,3477600,8509100,1260800,3060850000
2018-09-28,22929400,3600500,22052200,8959700,4085100,3305800,33649700,1380600,3432300000
2018-10-01,23600800,4755700,22517800,10766800,3460500,3757400,21777600,1357600,3364190000
2018-10-02,24788200,4622600,30003400,5952500,5400700,3029900,11743500,1687900,3401880000
2018-10-03,28654800,4794300,26699100,6078800,5253100,3315300,7995000,1256200,3598710000
2018-10-04,32042000,3822300,27518200,6422000,7257000,4237900,9814200,2209500,3496860000
2018-10-05,33580500,2899700,28667800,10992500,6822300,4602200,17944500,1184300,3328980000
2018-10-08,29663900,3324000,28071700,7526300,7393200,3239300,13472700,1932400,3330320000
2018-10-09,26891000,2862700,27866100,11563100,4772900,3642400,12060600,1308700,3520500000
2018-10-10,41990600,6033100,45520100,15582400,10988900,5547700,12815300,2675700,4501250000
2018-10-11,53124400,6266800,63697100,12023200,13935900,8710500,8167700,2949000,4890630000
2018-10-12,40337900,5509700,43151600,8052200,9444600,6563400,7201400,2101300,3966040000
2018-10-15,30791000,2979800,33242600,8051900,6437200,4965500,6200000,1372400,3300140000
2018-10-16,29184000,2822500,28048700,6856000,5859900,8695500,9526400,1928500,3428340000
2018-10-17,22885400,2238200,29913600,9112600,5295200,19464000,8655500,1467200,3321710000
2018-10-18,32581300,3254900,30725000,6381000,5874000,10011700,5421200,2094500,3616440000
2018-10-19,33078700,3491600,35133000,8801000,5907200,7791600,9375500,1267600,3566490000
2018-10-22,28792100,2263500,23091900,5925800,4500000,5719500,5600300,1514200,3307140000
2018-10-23,38767800,4389600,53428200,11379600,6723900,6463600,19027800,1848700,4348580000
2018-10-24,40925500,8442600,118852900,11208900,6928400,5710300,20058300,1982400,4709310000
2018-10-25,29855800,4003500,76905400,10005500,10285700,10304300,20840700,2545800,4634770000
2018-10-26,47258400,4073000,77662500,8665800,14963800,8767000,27425500,4187600,4803150000
2018-10-29,45935500,7462000,49270000,8771400,13866100,20450400,14486000,3880700,4673700000
2018-10-30,36660000,5774000,49148700,12584400,12460100,21458600,9126700,3212700,5106380000
2018-10-31,38358900,4175600,44854800,14945800,9390200,21645000,7624300,2529800,5112420000
2018-11-01,58323200,3760700,35379900,10815300,8135500,13626700,8000100,1482000,4708420000
2018-11-02,91328700,4029800,33517100,6491600,6955500,10592700,7808000,1839000,4237930000
2018-11-05,66163700,2253900,27346500,5296700,5624700,9144600,7831000,2441400,3623320000
2018-11-06,31882900,2471900,24310600,5011000,4257400,9597400,6762900,1233300,3510860000
2018-11-07,33424400,4015300,30836300,6444300,8192200,12382700,7374500,2058400,3914750000
2018-11-08,25362600,2751800,29547600,7639900,6534900,10396400,7090700,1488200,3630490000
2018-11-09,34365800,2590300,39994700,9697500,5902200,6961800,5098800,1343200,4019090000
2018-11-12,51135500,3088700,25935300,9791100,6806200,5379100,6941500,1471800,3670930000
2018-11-13,46882900,4960000,25641000,6196500,5933300,4084400,5448600,1513700,4091440000
2018-11-14,60801000,3445800,31293500,8332900,6486900,4762300,5040300,1565900,4402370000
2018-11-15,46478800,4863000,38917400,5721400,8427300,5207900,4625700,1836100,4179140000
2018-11-16,36928300,4425200,28929500,6473900,6066100,4076300,7206200,1658100,3975180000
2018-11-19,41925300,6782800,27957700,6671700,7790000,4131200,9708900,1858600,3772900000
2018-11-20,67825200,6875900,41394300,7144900,10878800,6233800,8004700,2449100,4357900000
2018-11-21,31124200,4401000,30306500,5797300,5716800,5335800,4686800,1534300,3233550000
2018-11-23,23624000,1599400,13401000,2567900,2707600,2334700,4202600,691500,1651650000
2018-11-26,44998500,3362300,35791500,8379100,6257700,5011100,7992100,1942800,3443950000
2018-11-27,41387400,2946400,32155700,10398800,5783200,4903800,6358300,1803200,3485220000
2018-11-28,46062500,6117600,34470900,6313100,8458700,5104500,4127600,2475400,3951670000
2018-11-29,41770000,5331900,30877300,5681200,6613200,5200100,3080700,1468900,3560770000
2018-11-30,39531500,5374000,80467300,7872900,5761800,7251600,5629100,2580200,4658580000
2018-12-03,40802500,6573400,43730900,14702900,6862300,5846400,8306500,1991200,4186060000
2018-12-04,41344300,5199100,44831300,7980500,8694500,6000700,8461900,2345200,4499840000
2018-12-06,43098400,9297400,51999300,9349200,8789400,6938000,7842500,2769200,5141470000
2018-12-07,42281600,4526300,37474600,9749200,7576100,7019600,11511200,2101200,4216690000
2018-12-10,62026000,4400500,41052100,11409400,7494800,6549500,6613500,1807700,4151030000
2018-12-11,47281700,3566400,49563300,12520400,6244700,5043100,6308800,1394700,3905870000
2018-12-12,35627700,3424800,40903700,9935300,6598000,3560500,5027000,1523800,3958890000
2018-12-13,31898600,2247700,49097800,6078900,5271300,3993600,7365900,1329800,3927720000
2018-12-14,40703700,3298400,42741400,4657900,6367200,4554200,6337600,1686600,4035020000
2018-12-17,44287900,4968400,44021700,6577200,8829800,7374500,7674000,2385400,4616350000
2018-12-18,33841500,5881100,44497100,6164700,6523000,6290200,7100000,2192500,4470880000
2018-12-19,49047300,4871500,51419600,8822600,8792200,6979800,8274200,2479300,5127940000
2018-12-20,64773000,5368600,76716300,15510800,9991800,8454400,9071900,2673500,5585780000
2018-12-21,95744600,7641700,79660700,15370000,13640300,10386500,8016800,4596000,7609010000
2018-12-24,37169200,3435300,41110100,5398600,7220000,3821400,5559900,1590300,2613930000
2018-12-26,58582500,4843400,57391200,12890300,10411800,6645800,8163100,2373300,4233990000
2018-12-27,53117100,4341100,58571200,13074000,9722000,6045600,8575100,2109800,4096610000
2018-12-28,42291400,3725200,50588300,10059000,8829000,5117500,9939000,1414800,3702620000
2018-12-31,35003500,3557700,52861500,6158900,6954500,4982800,6302300,1493300,3442870000
2019-01-02,37039700,3292200,39294000,8980800,7983100,4239900,11658600,1532600,3733160000
2019-01-03,91312200,5705600,37603600,9653500,6975600,4346700,6965200,1841100,3822860000
2019-01-04,58607100,4448800,42072400,11818400,9182600,4477800,7394100,2093900,4213410000
2019-01-07,54777800,4030300,41070900,9521000,7993200,3751200,7551200,1981900,4104710000
2019-01-08,41025300,4736500,43567300,9039100,8881400,4763600,7008500,1764900,4083030000
2019-01-09,45099100,4213900,44305300,12290600,6348800,3633700,5432900,1199300,4052480000
2019-01-10,35780700,5358100,32015600,19197900,6507700,3910000,6056400,1456400,3704500000
2019-01-11,27023200,3158900,28933600,8963100,4686200,3722400,5039100,1520800,3434490000
2019-01-14,32439200,2476400,24468200,6391600,6005900,5228700,5247300,1144300,3664450000
2019-01-15,28710900,2940900,26735400,8127400,5998500,3507500,6056600,1463600,3572330000
2019-01-16,30569700,2731100,24494400,4813500,6366900,3841100,4691700,1331800,3863770000
2019-01-17,29821200,4270400,26267000,6311700,4208900,5029900,3676700,1242700,3772270000
2019-01-18,33751000,4256500,43249100,13682800,6020500,6008500,24150800,1955600,3986730000
2019-01-22,30394000,4336500,37658500,9169500,6416800,10052400,12066700,1613500,3908030000
2019-01-23,23130600,2924900,27854600,10284900,5225200,22063700,12530000,967000,3335610000
2019-01-24,25441500,2801300,24393800,11511200,4089900,6322900,8012200,1361300,3433250000
2019-01-25,33535500,3185600,30478400,9110800,4945900,5707400,7249600,1119100,3814080000
2019-01-28,26192100,3128900,31028600,11141800,4837700,5357700,6423300,1284300,3612810000
2019-01-29,41587200,3202700,31342700,6452600,4632800,5037100,4621700,1021800,3504200000
2019-01-30,61109800,12705300,92953500,7548200,5783800,4500900,11250300,1279800,3867810000
2019-01-31,40739600,6878500,52177000,8718600,10910300,4884000,12569200,1538300,4917650000
2019-02-01,32668100,5625700,41076200,12104300,11506200,3806000,7283400,1462200,3759270000
2019-02-04,31495500,4256600,39034300,5637300,4929100,3966600,7352100,2576500,3359840000
2019-02-05,36101600,7230400,29276900,5837100,4453100,5398900,6742800,3552200,3560430000
2019-02-06,28239600,5356000,22928200,5241200,3939900,4879700,5038500,2105600,3472690000
2019-02-07,31741700,5211400,37887700,5161800,4626600,4379400,6520600,2044800,4099490000
2019-02-08,23820000,4570900,24281600,4558300,5657500,3249800,5844200,1075800,3622330000
2019-02-11,20993400,3046900,29057300,9964100,3317300,3095100,7129700,1065200,3361970000
2019-02-12,22283500,3263300,29989100,7703800,4858600,3317200,5517600,1609100,3827770000
2019-02-13,22490200,3078700,30040100,8636400,3560300,4253000,5141600,1049800,3670770000
2019-02-14,21835700,2724300,25846200,25148700,4120500,2789400,5200800,947600,3836700000
2019-02-15,24626800,4017300,37188700,13098200,4343900,3844100,3904900,1449800,3641370000
2019-02-19,18972800,3051500,24712400,6902100,3681700,3385700,4168400,1046400,3533710000
2019-02-20,26114400,3990100,24749100,8659100,3337600,3802000,7142100,1087800,3835450000
2019-02-21,17249700,2880500,26580400,10808900,3483400,2937300,8909200,1415100,3559710000
2019-02-22,18913200,3132300,23357200,11864500,3096200,3113700,5740600,1049500,3427810000
2019-02-25,21873400,3276100,24414700,7331600,3184500,3194200,6626500,1413100,3804380000
2019-02-26,17070200,2503700,29664800,8362800,2665800,3060400,8582500,1471300,3645680000
2019-02-27,27835400,4603800,26349500,4897500,3148800,2530900,11183900,968400,3767130000
2019-02-28,28215400,5063100,28226000,9752500,3025900,3457800,10520700,1542500,4396930000
2019-03-01,25886200,5124200,30592900,6644900,4974900,3030000,22911400,1450300,3972280000
2019-03-04,27436200,5971000,49482700,5105900,6167400,3406900,17096800,1446000,3919810000
2019-03-05,19737400,2844300,26029800,4479300,3681500,4250300,18764700,1443200,3585690000
2019-03-06,20810400,4159400,24580300,5524600,3996000,2768300,10335500,1099300,3786600000
2019-03-07,24796400,4893600,24826100,7519000,4957000,4358800,9442500,1166600,3904860000
2019-03-08,23999400,3794900,22505900,6514600,4667000,3773600,8819600,1212400,3423130000
2019-03-11,32011000,34742200,26018500,5744500,3876400,3939300,7392300,1719200,3749030000
2019-03-12,32467600,36922600,32484600,3342200,3614500,3954700,7504100,2013100,3414230000
2019-03-13,31032500,32662300,27702200,4187800,3552000,3173200,6844700,1435900,3766150000
2019-03-14,23579500,13514100,22091400,3976300,2946600,2738600,7103400,1172800,3469730000
2019-03-15,39042900,26697700,53361600,9894900,7550900,7153700,14785500,2461800,5962730000
2019-03-18,26219800,13119200,23325100,4902500,5429100,3268500,10281000,1292600,3552190000
2019-03-19,31646400,9856100,28730500,4775100,6364200,3482300,11800600,1520700,3620220000
2019-03-20,31035200,8737600,24664900,4932200,6265600,3649500,6908200,2227400,3771200000
2019-03-21,51034200,6951000,26343300,6258200,5767800,3605400,5947100,1204000,3546800000
2019-03-22,42407700,10143900,33171400,5681400,6363000,3877200,8745600,1714200,4237200000
2019-03-25,43845300,7939600,25633300,6357700,5103800,2839800,10215000,1496800,3376580000
2019-03-26,49800500,6479700,24304900,5327100,4865900,2553700,7350900,1901200,3266050000
2019-03-27,29848400,9600000,26743600,8953500,4324800,3098200,8779200,1400200,3372930000
2019-03-28,20780400,4921300,26996400,8125000,3043000,2663900,6774100,1012400,3158170000
2019-03-29,23564000,7694700,31606500,7182100,3320800,3101400,5991300,1269900,3740700000
2019-04-01,27862000,7735700,37773800,8150700,4238800,3984300,8110400,1252500,3500760000
2019-04-02,22765700,6401000,31945800,4595100,3448100,2404800,5478900,827900,3246900000
2019-04-03,23271800,7350300,28780000,8058300,3980600,2681200,7929900,1017800,3550240000
2019-04-04,19114300,9388100,28212000,4033400,3623900,2771100,23720700,950000,3015180000
2019-04-05,18526600,6857200,39928700,5262800,3640500,2731800,13038300,907200,3146820000
2019-04-08,25881700,14482600,37252000,4090500,3752800,2118200,10410400,860200,3054030000
2019-04-09,35768200,7980100,26779000,7521000,3714400,3038500,5904000,876400,3007980000
2019-04-10,21695300,8285000,20385900,5456500,2964000,2678000,7061300,724600,3062380000
2019-04-11,20900800,6598400,24930900,3623800,2654800,2942000,9835900,710200,2938540000
2019-04-12,27760700,7334600,26021100,5230400,3114400,2898900,6746000,933400,3688490000
2019-04-15,17536600,3822100,19463700,4258900,3724400,3603200,10038600,1187400,3088330000
2019-04-16,25696400,7083800,21701900,9292200,3044600,6301700,7272900,856300,3402210000
2019-04-17,28906800,4424400,22364800,5755200,2893500,12525700,5126500,1221900,3602300000
2019-04-18,24195800,4703100,23317500,4296300,2749900,4960000,5876300,1331800,3506850000
2019-04-22,19439500,4147700,22239100,3474500,3373800,4494000,12147100,807300,2997950000
2019-04-23,23323000,4894500,31675000,3227900,4640400,4462200,10943900,1319900,3635030000
2019-04-24,17540600,9855100,72249300,4183300,3675800,2774900,10727500,1018800,3448960000
2019-04-25,18543200,6615000,44021300,4074000,6099100,2910100,21849400,1107300,3425280000
2019-04-26,18649100,4259600,35191800,5969800,8432600,2319800,22360700,1241400,3248500000
2019-04-29,22204700,5457300,31762700,9537800,4021300,2958300,16714500,2499400,3118780000
2019-04-30,46534900,3732800,35001300,17075400,3506000,4638800,9464600,6207000,3919330000
2019-05-01,64827300,2765600,27047000,8403600,3117000,3053700,10704400,2639200,3645850000
2019-05-02,31996300,2438800,29711500,9012900,3962900,3541400,18159300,1944800,3778890000
2019-05-03,20892400,2953800,28225600,7548400,6381600,2579900,23706800,1980700,3338120000
2019-05-06,32443100,4747600,25182000,6209000,5417800,2793300,10833900,1563900,3181520000
2019-05-07,38763700,9740300,25771200,6398200,5902100,4726800,10131400,1551400,3767100000
2019-05-08,26339500,6030000,25015200,11590300,4078600,3818900,6176400,1309300,3485790000
2019-05-09,34908600,6075200,27078400,8296200,5308300,4192700,6711400,1185700,3638820000
2019-05-10,41208700,4574100,22013300,7783100,5718000,3977600,7008300,1314500,3529600000
2019-05-13,57430600,7757800,27713300,10239600,5783400,4958000,10834800,1860600,3894030000
2019-05-14,36529700,4747800,37525200,6853300,4629100,3280400,7252400,1836600,3322720000
2019-05-15,26544700,4810000,23931300,5713600,4692600,2551000,7296000,2289300,3125950000
2019-05-16,33031400,6036500,23634900,8569500,4707800,3017300,7483300,1531400,3338060000
2019-05-17,32879100,5282900,30889500,7548900,4736600,2619100,17786700,1208600,3257950000
2019-05-20,38612300,3219900,53455200,7582800,3798200,3264500,20526200,1353300,3288870000
2019-05-21,28364800,4022600,23313500,4707000,4005100,2503500,18003900,1159800,3218700000
2019-05-22,29748600,3841400,19988800,4647400,2936600,1849800,18685200,914500,3192510000
2019-05-23,36529700,5305400,24665500,3876200,4424300,5343400,26547100,1198900,3891980000
2019-05-24,23714700,5387500,16156700,2517000,3369700,2596100,14136600,1112000,2887390000
2019-05-28,27948200,3504300,24523100,3999800,3200000,4908800,10312900,1365000,4121410000
2019-05-29,28481200,4160500,26948900,5470900,4279000,3679000,11968600,1538200,3700050000
2019-05-30,21218400,2183900,24227600,3610700,3146900,2741900,7926500,951900,3273790000
2019-05-31,27043600,3217600,49412600,6058600,4618800,3539300,10406700,1507800,3981020000
2019-06-03,40396100,5148000,36323600,10844400,9098700,4266900,13064400,5130600,3943810000
2019-06-04,30968000,3592300,31262200,8920600,5679100,3913500,13807500,2833500,3810430000
2019-06-05,29773400,3188400,20430800,7048400,4239800,3161300,13510800,2168400,3548830000
2019-06-06,22526300,2582300,24411700,8572000,3689300,2298200,20242200,1703200,3396410000
2019-06-07,30684400,2470700,31788400,7088500,4808200,2553400,16003500,1802400,3220250000
2019-06-10,26220900,2560800,30927300,7882300,5371000,2911300,10585000,1464200,3209210000
2019-06-11,26932900,2702700,19612600,7279900,4042700,3407300,11653500,1436700,3548420000
2019-06-12,18221800,2737000,19276200,4795800,2674500,2254700,15186200,1061000,3034130000
2019-06-13,21674600,2621300,16873400,4865400,2795800,2955300,8168300,1057700,3069810000
2019-06-14,18761500,2258400,19848500,4176700,2851200,2193300,7433400,1111500,2922330000
2019-06-17,14669100,3746400,16814200,3504600,2634300,2194100,12316800,941600,2810140000
2019-06-18,26551000,9199200,20534100,5430000,3895700,2914700,12715800,1386700,3437620000
2019-06-19,21124200,5716000,21209600,5238900,2895300,2382400,6575100,1338800,3287890000
2019-06-20,21514000,3794500,27066000,5370700,3217200,3071000,11863500,1262000,3905940000
2019-06-21,47800600,4923700,39218600,5091900,3933600,5288700,8202100,1947600,5000120000
2019-06-24,18220400,2323200,21745400,6603700,2283000,2186000,5750800,1395600,3136250000
2019-06-25,21070300,3005400,19229700,5038200,3012300,2801200,6182100,1546900,3578050000
2019-06-26,26067500,4542000,27960900,5078100,2441900,2284600,8507200,1810900,3478130000
2019-06-27,20899700,8980000,28184300,4087800,2141700,2149800,6339700,1004300,3122920000
2019-06-28,31110600,4737100,40771300,5642500,3037400,6153900,6851400,1693200,5420700000
2019-07-01,27316700,6409600,32421700,7299000,3203300,3377700,8238000,1436300,3513270000
2019-07-02,16935200,3774700,26631900,4185100,2645900,2409700,9259000,991600,3206840000
2019-07-03,11362000,2164900,20136500,2692500,1690300,1930400,14201100,767000,1963720000
2019-07-05,17265500,3208200,24507000,4730500,2628400,2134700,7065700,1264300,2434210000
2019-07-08,25338600,3262300,31848200,4444300,2883400,2395300,5880500,1236400,2904550000
2019-07-09,20578000,4828200,30977000,4614200,4345700,3365200,6190800,1330400,3028210000
2019-07-10,17897100,2946700,25352100,5155500,4931900,2513900,9145700,1209500,3154240000
2019-07-11,20191800,5059200,28863900,4784300,4317800,2132900,7514400,1195500,3154620000
2019-07-12,17595200,3592800,23251700,4653400,2509300,2786200,9200500,864000,2974960000
2019-07-15,16947400,4814600,20255100,3819100,2981300,2368300,11000100,903800,2874970000
2019-07-16,16866800,2960400,17869300,3400700,2618200,3474700,8149000,1238800,3290650000
2019-07-17,14107500,4010000,18798200,4406600,2558800,6064300,9764700,1170000,3181600000
2019-07-18,18582200,4615200,32128800,6284600,3504300,12695400,4764500,1291300,3296580000
2019-07-19,20929300,9504000,32156800,3677900,3185600,7290700,7048400,1647200,3260360000
2019-07-22,22277900,4265100,35515700,5922200,2900000,4092600,6842400,1301500,3003720000
2019-07-23,18355200,3354900,45574400,6455600,2703500,3742200,5023100,1093700,3313660000
2019-07-24,14991600,7447900,48284700,6505300,2631300,2952400,11072800,1589800,3428980000
2019-07-25,13909600,9663700,39019200,5650900,4136500,3102100,22418300,2209800,3645270000
2019-07-26,17618900,4441100,34149300,12595700,4927100,2904300,10027700,4805800,3257590000
2019-07-29,21673400,4116600,30939100,5115600,4493200,2075500,9273300,2223700,3203710000
2019-07-30,33935700,4528000,33926800,5422000,2910900,2632700,8109000,1453300,3634330000
2019-07-31,69281400,5219700,40633800,4039100,4470700,3722900,9178200,1725500,4623430000
2019-08-01,54017900,6465300,41058900,6295000,4713300,6344000,8259500,1698500,4762300000
2019-08-02,40862100,4675400,36476300,5388200,4956200,8101700,6136500,1645100,3874660000
2019-08-05,52393000,5876100,37067600,7889900,6058200,7114900,7028300,2597500,4513730000
2019-08-06,35824800,3653300,31658700,5053900,5070300,5070700,5564200,1709400,4154240000
2019-08-07,33364400,4187600,37948500,5318600,4526900,5931900,4776500,1444300,4491750000
2019-08-08,27009500,3673000,28498500,4786800,3701200,5261100,5274300,1468000,4106370000
2019-08-09,24619700,3102900,22866800,3289600,2879800,5244600,3898200,1065700,3350640000
2019-08-12,22474900,2542500,18674700,3410300,2905500,3895600,4663900,1003000,2851630000
2019-08-13,47218500,3689700,31218500,4541000,3994000,4522100,4848100,1294400,3853600000
2019-08-14,36547400,5110400,34615300,6626700,4893600,5114200,9562600,1578700,4312530000
2019-08-15,27227400,4721800,24367600,3942400,3759100,3738900,8159600,1218700,4038000000
2019-08-16,27620400,3866600,31103000,4222100,3018000,3012000,5098500,1313300,3498150000
2019-08-19,24413600,2335600,26135700,5527900,2816300,3165100,5309600,1231600,3212880000
2019-08-20,26884300,2039000,21794900,2320100,1929500,3018600,4125200,915500,3066300000
2019-08-21,21535400,3265600,21913600,2702500,2031800,2805700,7794300,740700,3011190000
2019-08-22,22253700,8320900,21459700,3774100,2653500,2694900,6559000,947500,2890880000
2019-08-23,46818000,11518700,33858000,4913400,5270800,4818400,8538600,1687000,3937300000
2019-08-26,26043600,4661100,23197300,3111300,3080000,2833900,5051900,1226100,2857600000
2019-08-27,25873300,3740300,32081200,3112000,3019700,4728000,5416200,1077200,3533630000
2019-08-28,15938800,2402000,24366400,3048600,2419700,2713600,3225500,802000,3097420000
2019-08-29,20990500,2717500,23293500,3841300,3015100,2971800,5179500,1088400,3176190000
2019-08-30,21143400,3147000,21609100,4770900,3058700,2960600,9320600,1129800,3008450000
2019-09-03,20023000,4272200,20541000,7849800,3543000,2827900,5354100,1479900,3426790000
2019-09-04,19188100,2737100,20736900,10889100,2324100,2247900,5761000,1068900,3163260000
2019-09-05,23913700,3643300,21740700,9052900,3310800,5011600,7395300,1408100,3890700000
2019-09-06,19362300,3022600,29266100,5756100,2496900,2576800,4189400,1072100,3208280000
2019-09-09,27309400,4183300,117866000,6097800,2999500,4226600,4802700,1471900,4002890000
2019-09-10,31777900,4547200,48019600,9692500,2613900,4979700,4883700,1260100,4390770000
2019-09-11,44289600,8437000,55071400,5380700,2432800,3869700,10042800,1307000,3927550000
2019-09-12,32226700,4495300,42667000,8420700,2823500,2505400,8581200,1725900,3791860000
2019-09-13,39763300,3628900,39225400,4672800,1971300,2206600,5313100,1301400,3520060000
2019-09-16,21158100,3055500,49189900,13569500,3675500,1928500,4728100,1053300,4274640000
2019-09-17,18318700,3269500,35027000,5830500,1982400,2933200,3865400,955100,3671840000
2019-09-18,25340000,4186400,37481400,5854600,2505600,1983600,4170200,1135100,3435540000
2019-09-19,22060600,2928800,27002400,3744800,2031500,3089900,4795800,996000,3251290000
2019-09-20,55413100,6643000,77472800,6673000,5341900,5193400,6353000,2270000,6094740000
2019-09-23,19165500,2674900,21595900,3100700,2922300,1817900,4340200,1062400,3186590000
2019-09-24,31190800,3533300,27679600,5109100,4616000,3231600,12891500,1583200,3868160000
